,title,character,dialogue
10671,Its-a-Wonderful-Life,MARY,Salt! That life may always have flavor.
10672,Its-a-Wonderful-Life,GEORGE,And wine! That joy and prosperity may reign forever. Enter the Martini castle!
10673,Its-a-Wonderful-Life,SAM,"We just stopped in town to take a look at the new factory, and then we're going to drive on down to Florida."
10674,Its-a-Wonderful-Life,GEORGE,Oh...
10675,Its-a-Wonderful-Life,JANE,Why don't you have your friends join us?
10676,Its-a-Wonderful-Life,SAM,"Why, sure. Hey, why don't you kids drive down with us, huh?"
10677,Its-a-Wonderful-Life,GEORGE,"Oh, I'm afraid I couldn't get away, Sam."
10678,Its-a-Wonderful-Life,SAM,"Still got the nose to the old grindstone, eh? Jane, I offered to let George in on the ground floor in plastics, and he turned me down cold."
10679,Its-a-Wonderful-Life,GEORGE,"Oh, now, don't rub it in."
10680,Its-a-Wonderful-Life,SAM,"I'm not rubbing it in. Well, I guess we better run along."
10681,Its-a-Wonderful-Life,JANE,"Awfully glad to have met you, Mary."
10682,Its-a-Wonderful-Life,MARY,Nice meeting you.
10683,Its-a-Wonderful-Life,GEORGE,Goodbye.
10684,Its-a-Wonderful-Life,JANE,"Goodbye, George."
10685,Its-a-Wonderful-Life,SAM,"So long, George. See you in the funny papers."
10686,Its-a-Wonderful-Life,GEORGE,"Goodbye, Sam."
10687,Its-a-Wonderful-Life,MARY,Have fun.
10688,Its-a-Wonderful-Life,GEORGE,Thanks for dropping around.
10689,Its-a-Wonderful-Life,SAM,To Florida! Hee-haw!
10690,Its-a-Wonderful-Life,GEORGE,Hee-haw.
10691,Its-a-Wonderful-Life,GEORGE,"Thank you, sir. Quite a cigar, Mr. Potter."
10692,Its-a-Wonderful-Life,GEORGE,"Well, I... I suppose I'll find out sooner or later, but just what exactly did you want to see me about?"
10693,Its-a-Wonderful-Life,GEORGE,"Yes. Well, most people say you stole all the rest."
10694,Its-a-Wonderful-Life,GEORGE,Forty-five!
10695,Its-a-Wonderful-Life,GEORGE,"Now what's your point, Mr. Potter?"
10696,Its-a-Wonderful-Life,GEORGE,Hire me?
10697,Its-a-Wonderful-Life,GEORGE,Twenty thou... twenty thousand dollars a year?
10698,Its-a-Wonderful-Life,GEORGE,"Would I? You're not talking to somebody else around here, are you? You know, this is me, you remember me? George Bailey."
10699,Its-a-Wonderful-Life,GEORGE,"Well, what about the Building and Loan?"
10700,Its-a-Wonderful-Life,GEORGE,"Well, Mr. Potter, I... I... I know I ought to jump at the chance, but I... I just... I wonder if it would be possible for you to give me twenty- four hours to think it over?"
10701,Its-a-Wonderful-Life,GEORGE,I'd like to do that.
10702,Its-a-Wonderful-Life,GEORGE,"All right, sir."
10703,Its-a-Wonderful-Life,GEORGE,"Okay, Mr. Potter."
10704,Its-a-Wonderful-Life,GEORGE,"No... no... no... no, now wait a minute, here! I don't have to talk to anybody! I know right now, and the answer is no! NO! Doggone it! You sit around here and you spin your little webs and you think the whole world revolves around you and your money. Well, it doesn't, Mr. Potter! In the... in the whole vast configuration of things, I'd say you were nothing but a scurvy little spider. You..."
10705,Its-a-Wonderful-Life,GEORGE,...And that goes for you too!
10706,Its-a-Wonderful-Life,GEORGE,And it goes for you too!
10707,Its-a-Wonderful-Life,MARY,"Buffalo Gals, won't you come out tonight, won't you come out tonight, won't you come out tonight."
10708,Its-a-Wonderful-Life,GEORGE,Hi.
10709,Its-a-Wonderful-Life,MARY,Hi.
10710,Its-a-Wonderful-Life,GEORGE,"Mary Hatch, why in the world did you ever marry a guy like me?"
10711,Its-a-Wonderful-Life,MARY,To keep from being an old maid.
10712,Its-a-Wonderful-Life,GEORGE,You could have married Sam Wainwright or anybody else in town.
10713,Its-a-Wonderful-Life,MARY,I didn't want to marry anybody else in town. I want my baby to look like you.
10714,Its-a-Wonderful-Life,GEORGE,You didn't even have a honeymoon. I promised you... ...Your what?
10715,Its-a-Wonderful-Life,MARY,My baby.
10716,Its-a-Wonderful-Life,GEORGE,"You mean... Mary, you on the nest?"
10717,Its-a-Wonderful-Life,MARY,George Bailey lassos stork.
10718,Its-a-Wonderful-Life,GEORGE,"Lassos the stork! You mean you... What is it, a boy or a girl?"
10719,Its-a-Wonderful-Life,GEORGE,Hold on... hold on... hold on now. Don't you know there's a war on?
10720,Its-a-Wonderful-Life,GEORGE,"Hi, Ernie, look at that."
10721,Its-a-Wonderful-Life,GEORGE,What do you mean  it's gonna snow again? Look at the headlines.
10722,Its-a-Wonderful-Life,GEORGE,"Commander Harry Bailey. Mr. Gower, look at this  the second page. Now look, this is for you. This is for you, this is for you. See you again."
10723,Its-a-Wonderful-Life,GEORGE,Extra! Extra! Read all about it!
10724,Its-a-Wonderful-Life,GEORGE,Harry! What do you know about that?
10725,Its-a-Wonderful-Life,GEORGE,"What do you mean it's okay? For a hero? Harry! Oh, you old seven kinds of a son of a gun. Congratulations! How's Mother standing it?... She did? What do you know... Mother had lunch with the President's wife!"
10726,Its-a-Wonderful-Life,GEORGE,"What did they have to eat? Harry, you should see what they're cooking up in the town for you... Oh, are they? The Navy's going to fly Mother home this afternoon."
10727,Its-a-Wonderful-Life,GEORGE,What? Uncle Billy? Has Uncle Billy come in yet?
10728,Its-a-Wonderful-Life,GEORGE,"He's not here right now, Harry."
10729,Its-a-Wonderful-Life,GEORGE,But look...
10730,Its-a-Wonderful-Life,GEORGE,...now tell me about it.
10731,Its-a-Wonderful-Life,GEORGE,What man?
10732,Its-a-Wonderful-Life,GEORGE,"Oh... Talk to Eustace a minute, will you. I'll be right back."
10733,Its-a-Wonderful-Life,GEORGE,"Good morning, sir."
10734,Its-a-Wonderful-Life,GEORGE,"Mr. Carter, Merry Christmas."
10735,Its-a-Wonderful-Life,GEORGE,We're all excited around here. My brother just got the Congressional Medal of Honor. The President just decorated him.
10736,Its-a-Wonderful-Life,GEORGE,"Good year? Well, between you and me, Mr. Carter, we're broke."
10737,Its-a-Wonderful-Life,GEORGE,"Well... ...now, come right in here, Mr. Carter."
10738,Its-a-Wonderful-Life,GEORGE,"No, no. He wants to talk to Uncle Billy. You just hold on."
10739,Its-a-Wonderful-Life,GEORGE,"I don't blame you at all, Mr. Carter, Just step right in here. We'll fix you up."
10740,Its-a-Wonderful-Life,GEORGE,"Just make yourself at home, Mr. Carter. I'll get those books for you."
10741,Its-a-Wonderful-Life,GEORGE,"Oh, hello, Vi."
10742,Its-a-Wonderful-Life,GEORGE,"Why, of course you can. Come on in the office here."
10743,Its-a-Wonderful-Life,GEORGE,"Uncle Billy, talk to Harry. He's on the telephone."
10744,Its-a-Wonderful-Life,GEORGE,Here you are.
10745,Its-a-Wonderful-Life,GEORGE,"It takes a lot of character to leave your home town and start all over again. He pulls some money from his pocket, and offers it to her."
10746,Its-a-Wonderful-Life,GEORGE,"Here, now, you're broke, aren't you?"
10747,Its-a-Wonderful-Life,GEORGE,"What do you want to do, hock your furs, and that hat? Want to walk to New York? You know, they charge for meals and rent up there just the same as they do in Bedford Falls."
10748,Its-a-Wonderful-Life,GEORGE,"It's a loan. That's my business. Building and Loan. Besides, you'll get a job. Good luck to you."
10749,Its-a-Wonderful-Life,GEORGE,Say hello to New York for me.
10750,Its-a-Wonderful-Life,GEORGE,"Now, let's hear from you..."
10751,Its-a-Wonderful-Life,GEORGE,"What's the matter? Merry Christmas, Vi."
10752,Its-a-Wonderful-Life,GEORGE,"Oh, Mr. Carter, I'm sorry. I'll be right with you. Uncle Billy in?"
10753,Its-a-Wonderful-Life,GEORGE,"Unc... What's going on? The bank examiner's here, and I..."
10754,Its-a-Wonderful-Life,GEORGE,"Yeah, yeah. He wants the accounts payable..."
10755,Its-a-Wonderful-Life,GEORGE,What's the matter with you?
10756,Its-a-Wonderful-Life,GEORGE,Eustace...
10757,Its-a-Wonderful-Life,GEORGE,Come here a minute.
10758,Its-a-Wonderful-Life,GEORGE,Did you see Uncle Billy with any cash last night?
10759,Its-a-Wonderful-Life,GEORGE,"Now look, did you buy anything?"
10760,Its-a-Wonderful-Life,GEORGE,All right. All right. Now we'll go over every step you took since you left the house.
10761,Its-a-Wonderful-Life,GEORGE,And did you put the envelope in your pocket?
10762,Its-a-Wonderful-Life,GEORGE,"Maybe  maybe! I don't want any maybe. Uncle Billy, we've got to find that money!"
10763,Its-a-Wonderful-Life,GEORGE,Listen to me. Do you have any secret hiding place here in the house? Someplace you could have put it? Someplace to hide the money?
10764,Its-a-Wonderful-Life,GEORGE,Listen to me! Listen to me! Think! Think!
10765,Its-a-Wonderful-Life,GEORGE,"Where's that money, you stupid, silly old fool? Where's the money? Do you realize what this means? It means bankruptcy and scandal, and prison!"
10766,Its-a-Wonderful-Life,GEORGE,"That's what it means! One of us is going to jail! Well, it's not going to be me!"
10767,Its-a-Wonderful-Life,MARY,Hello darling.
10768,Its-a-Wonderful-Life,MARY,How do you like it?
10769,Its-a-Wonderful-Life,MARY,Did you bring the wreath?
10770,Its-a-Wonderful-Life,GEORGE,What? What wreath?
10771,Its-a-Wonderful-Life,MARY,The Merry Christmas wreath for the window.
10772,Its-a-Wonderful-Life,GEORGE,No. I left it at the office.
10773,Its-a-Wonderful-Life,MARY,Is it snowing?
10774,Its-a-Wonderful-Life,GEORGE,"Yeah, just started."
10775,Its-a-Wonderful-Life,MARY,Where's your coat and hat?
10776,Its-a-Wonderful-Life,GEORGE,Left them at the office.
10777,Its-a-Wonderful-Life,MARY,What's the matter?
10778,Its-a-Wonderful-Life,GEORGE,Nothing's the matter. Everything's all right.
10779,Its-a-Wonderful-Life,MARY,"Go on, Pete, you're a big boy. You can put the star up. Way up at the top. That's it. Fill in that little bare spot right there. That's it. Isn't it wonderful about Harry? We're famous, George. I'll bet I had fifty calls today about the parade, the banquet. Your mother's so excited, she..."
10780,Its-a-Wonderful-Life,GEORGE,Must she keep playing that?
10781,Its-a-Wonderful-Life,MARY,Better hurry and shave. The families will be here soon.
10782,Its-a-Wonderful-Life,GEORGE,Families! I don't want the families over here!
10783,Its-a-Wonderful-Life,MARY,Come on out in the kitchen with me while I finish dinner.
10784,Its-a-Wonderful-Life,MARY,Have a hectic day?
10785,Its-a-Wonderful-Life,GEORGE,"Oh, yeah, another big red letter day for the Baileys."
10786,Its-a-Wonderful-Life,GEORGE,"Well, what's the matter with our car? Isn't it good enough for you?"
10787,Its-a-Wonderful-Life,GEORGE,Excuse you for what?
10788,Its-a-Wonderful-Life,MARY,"All right, darling, you're excused. Now go upstairs and see what little Zuzu wants."
10789,Its-a-Wonderful-Life,GEORGE,Zuzu! What's the matter with Zuzu?
10790,Its-a-Wonderful-Life,MARY,"Oh, she's got a cold. She's in bed. Caught it coming home from school. They gave her a flower for a prize and she didn't want to crush it so she didn't button up her coat."
10791,Its-a-Wonderful-Life,GEORGE,"What is it, a sore throat or what?"
10792,Its-a-Wonderful-Life,MARY,Just a cold. The doctor says it's nothing serious.
10793,Its-a-Wonderful-Life,GEORGE,The doctor? Was the doctor here?
10794,Its-a-Wonderful-Life,MARY,"Yes, I called him right away. He says it's nothing to worry about."
10795,Its-a-Wonderful-Life,GEORGE,Is she running a temperature? What is it?
10796,Its-a-Wonderful-Life,MARY,"Just a teensie one  ninety-nine, six. She'll be all right."
10797,Its-a-Wonderful-Life,GEORGE,"Gosh, it's this old house. I don't know why we don't all have pneumonia. This drafty old barn! Might as well be living in a refrigerator. Why did we have to live here in the first place and stay around this measly, crummy old town?"
10798,Its-a-Wonderful-Life,MARY,"George, what's wrong?"
10799,Its-a-Wonderful-Life,GEORGE,Wrong? Everything's wrong! You call this a happy family? Why did we have to have all these kids?
10800,Its-a-Wonderful-Life,GEORGE,I don't know. Ask your mother.
10801,Its-a-Wonderful-Life,MARY,Where're you going?
10802,Its-a-Wonderful-Life,GEORGE,Going up to see Zuzu.
10803,Its-a-Wonderful-Life,MARY,F-R-A-N-K-I-N...
10804,Its-a-Wonderful-Life,GEORGE,"Well, what happened to you?"
10805,Its-a-Wonderful-Life,GEORGE,Wait now. Where do you think you're going?
10806,Its-a-Wonderful-Life,GEORGE,"All right, all right. Here, give Daddy the flower. I'll give it a drink."
10807,Its-a-Wonderful-Life,GEORGE,"Yeah, all right. Now, I'll paste this together."
10808,Its-a-Wonderful-Life,GEORGE,"There it is, good as new."
10809,Its-a-Wonderful-Life,GEORGE,"Now, will you do something for me?"
10810,Its-a-Wonderful-Life,GEORGE,Will you try to get some sleep?
10811,Its-a-Wonderful-Life,GEORGE,"I know  I know, but you just go to sleep, and then you can dream about it, and it'll be a whole garden."
10812,Its-a-Wonderful-Life,GEORGE,Uh-huh.
10813,Its-a-Wonderful-Life,MARY,"I'll get it. Hello. Yes, this is Mrs. Bailey."
10814,Its-a-Wonderful-Life,MARY,"Oh, thank you, Mrs. Welch. I'm sure she'll be all right. The doctor says that she ought to be out of bed in time to have her Christmas dinner."
10815,Its-a-Wonderful-Life,GEORGE,Is that Zuzu's teacher?
10816,Its-a-Wonderful-Life,MARY,Yes.
10817,Its-a-Wonderful-Life,GEORGE,Let me speak to her.
10818,Its-a-Wonderful-Life,GEORGE,"Hello. Hello, Mrs. Welch? This is George Bailey. I'm Zuzu's father. Say, what kind of a teacher are you anyway? What do you mean sending her home like that, halfnaked? Do you realize she'll probably end up with pneumonia on account of you?"
10819,Its-a-Wonderful-Life,MARY,George!
10820,Its-a-Wonderful-Life,GEORGE,"Is this the sort of thing we pay taxes for  to have teachers like you? Silly, stupid, careless people who send our kids home without any clothes on? You know, maybe my kids aren't the best-dressed kids; maybe they don't have any decent clothes..."
10821,Its-a-Wonderful-Life,GEORGE,"Aw, that stupid..."
10822,Its-a-Wonderful-Life,MARY,"Hello, Mrs. Welch. I want to apologize... hello... hello... She's hung up."
10823,Its-a-Wonderful-Life,GEORGE,I'll hang her up!
10824,Its-a-Wonderful-Life,GEORGE,"Wait a minute. Hello? Who is this? Oh, Mr. Welch? Okay, that's fine, Mr. Welch. Gives me a chance to tell you what I really think of your wife."
10825,Its-a-Wonderful-Life,MARY,George...
10826,Its-a-Wonderful-Life,GEORGE,"Will you get out and let me handle this? Hello? Hello? What? Oh, you will, huh? Okay, Mr. Welch, any time you think you're man enough... Hello? Any..."
10827,Its-a-Wonderful-Life,GEORGE,Oh...
10828,Its-a-Wonderful-Life,GEORGE,"How should I know? What do you think I am, a dictionary?"
10829,Its-a-Wonderful-Life,GEORGE,"Tommy, stop that! Stop it!"
10830,Its-a-Wonderful-Life,GEORGE,"Janie, haven't you learned that silly tune yet? You've played it over and over again. Now stop it! Stop it!"
10831,Its-a-Wonderful-Life,GEORGE,"I'm sorry, Mary, Janie. I'm sorry. I didn't mean... you go on and practice. Pete, I owe you an apology, too. I'm sorry. What do you want to know?"
10832,Its-a-Wonderful-Life,GEORGE,"What's the matter with everybody? Janie, go on. I told you to practice. Now, go on, play!"
10833,Its-a-Wonderful-Life,MARY,"George, why must you torture the children? Why don't you..."
10834,Its-a-Wonderful-Life,GEORGE,Mary...
10835,Its-a-Wonderful-Life,MARY,"Bedford, two-four-seven, please."
10836,Its-a-Wonderful-Life,MARY,"Yes, Janie, pray very hard."
10837,Its-a-Wonderful-Life,MARY,"You too, Tommy. Hello, Uncle Billy?"
10838,Its-a-Wonderful-Life,GEORGE,"I'm in trouble, Mr. Potter. I need help. Through some sort of an accident my company's short in their accounts. The bank examiner's up there today. I've got to raise eight thousand dollars immediately."
10839,Its-a-Wonderful-Life,GEORGE,The reporters?
10840,Its-a-Wonderful-Life,GEORGE,"Please help me, Mr. Potter. Help me, won't you please? Can't you see what it means to my family? I'll pay you any sort of a bonus on the loan... any interest. If you still want the Building and Loan, why I..."
10841,Its-a-Wonderful-Life,GEORGE,"No, sir. There's nothing wrong with the books. I've just misplaced eight thousand dollars. I can't find it anywhere."
10842,Its-a-Wonderful-Life,GEORGE,"Yes, sir."
10843,Its-a-Wonderful-Life,GEORGE,"No, sir. I didn't want the publicity. Harry's homecoming tomorrow..."
10844,Its-a-Wonderful-Life,GEORGE,"No, sir. No, sir. I haven't."
10845,Its-a-Wonderful-Life,GEORGE,What?
10846,Its-a-Wonderful-Life,GEORGE,I can't get hold of him. He's in Europe.
10847,Its-a-Wonderful-Life,GEORGE,"They don't have that kind of money, Mr. Potter. You know that. You're the only one in town that can help me."
10848,Its-a-Wonderful-Life,GEORGE,"No, sir."
10849,Its-a-Wonderful-Life,GEORGE,"I have some life insurance, a fifteen thousand dollar policy."
10850,Its-a-Wonderful-Life,GEORGE,Five hundred dollars.
10851,Its-a-Wonderful-Life,GEORGE,"God... God... Dear Father in Heaven, I'm not a praying man, but if you're up there and you can hear me, show me the way. I'm at the end of my rope. Show me the way, God."
10852,Its-a-Wonderful-Life,GEORGE,Who was that?
10853,Its-a-Wonderful-Life,GEORGE,Oh  Welch. That's what I get for praying.
10854,Its-a-Wonderful-Life,GEORGE,"Where's my insurance policy? Oh, here..."
10855,Its-a-Wonderful-Life,GEORGE,I'm all right.
10856,Its-a-Wonderful-Life,GEORGE,I'm all right.
10857,Its-a-Wonderful-Life,GEORGE,You what? To save me?
10858,Its-a-Wonderful-Life,GEORGE,Go through with what?
10859,Its-a-Wonderful-Life,GEORGE,Very funny.
10860,Its-a-Wonderful-Life,GEORGE,"Yeah, I got a bust in the jaw in answer to a prayer a little bit ago."
10861,Its-a-Wonderful-Life,GEORGE,How do you know my name?
10862,Its-a-Wonderful-Life,GEORGE,"What are you, a mind reader or something?"
10863,Its-a-Wonderful-Life,GEORGE,"Well, who are you, then?"
10864,Its-a-Wonderful-Life,GEORGE,Odbody... A-S-2. What's that A-S-2?
10865,Its-a-Wonderful-Life,GEORGE,"Oh, brother. I wonder what Martini put in those drinks?"
10866,Its-a-Wonderful-Life,GEORGE,"Hey, what's with you? What did you say just a minute ago? Why'd you want to save me?"
10867,Its-a-Wonderful-Life,GEORGE,I wouldn't be a bit surprised.
10868,Its-a-Wonderful-Life,GEORGE,Yeah... just things like that. Now how'd you know that?
10869,Its-a-Wonderful-Life,GEORGE,"Well, you look about like the kind of an angel I'd get. Sort of a fallen angel, aren't you? What happened to your wings?"
10870,Its-a-Wonderful-Life,GEORGE,I don't know whether I like it very much being seen around with an angel without any wings.
10871,Its-a-Wonderful-Life,GEORGE,"Sure, sure. How?"
10872,Its-a-Wonderful-Life,GEORGE,Only one way you can help me. You don't happen to have eight thousand bucks on you?
10873,Its-a-Wonderful-Life,GEORGE,"Oh, that's right, I keep forgetting. Comes in pretty handy down here, bub."
10874,Its-a-Wonderful-Life,GEORGE,I found it out a little late. I'm worth more dead than alive.
10875,Its-a-Wonderful-Life,GEORGE,"Yeah, if it hadn't been for me, everybody'd be a lot better off. My wife, and my kids and my friends. Look, little fellow, go off and haunt somebody else, will you?"
10876,Its-a-Wonderful-Life,GEORGE,"Aw, shut up, will you."
10877,Its-a-Wonderful-Life,GEORGE,"Oh, I don't know. I guess you're right. I suppose it would have been better if I'd never been born at all."
10878,Its-a-Wonderful-Life,GEORGE,I said I wish I'd never been born.
10879,Its-a-Wonderful-Life,GEORGE,What did you say?
10880,Its-a-Wonderful-Life,GEORGE,Say something else in that ear.
10881,Its-a-Wonderful-Life,GEORGE,"Well, that's the doggonedest thing... I haven't heard anything out of that ear since I was a kid. Must have been that jump in the cold water."
10882,Its-a-Wonderful-Life,GEORGE,What do you know about that... What's happened?
10883,Its-a-Wonderful-Life,GEORGE,"It's stopped snowing out, hasn't it? What's happened here? Come on, soon as these clothes of ours are dry..."
10884,Its-a-Wonderful-Life,GEORGE,"What do you know about that? Stove's hotter than I thought. Now, come on, get your clothes on, and we'll stroll up to my car and get..."
10885,Its-a-Wonderful-Life,GEORGE,"Oh, I'm sorry. I'll stroll. You fly."
10886,Its-a-Wonderful-Life,GEORGE,"You haven't got your wings. Yeah, that's right."
10887,Its-a-Wonderful-Life,GEORGE,"Well, this is where I left my car and it isn't here."
10888,Its-a-Wonderful-Life,GEORGE,"Well, I had a car, and it was right here. I guess somebody moved it."
10889,Its-a-Wonderful-Life,GEORGE,"Oh, say... Hey... where's my car?"
10890,Its-a-Wonderful-Life,GEORGE,"My car, my car. I'm the fellow that owns the car that ran into your tree."
10891,Its-a-Wonderful-Life,GEORGE,"What do you mean, what tree? This tree. Here, I ran into it. Cut a big gash in the side of it here."
10892,Its-a-Wonderful-Life,GEORGE,"Pottersville? Why, you mean Bedford Falls."
10893,Its-a-Wonderful-Life,GEORGE,"Oh, I don't know. Either I'm off my nut, or he is... ...or you are!"
10894,Its-a-Wonderful-Life,GEORGE,"Well, maybe I left the car up at Martini's. Well, come on, Gabriel."
10895,Its-a-Wonderful-Life,GEORGE,Clarence! Clarence!
10896,Its-a-Wonderful-Life,GEORGE,That's all right. Go on in. Martini's a good friend of mine.
10897,Its-a-Wonderful-Life,GEORGE,There's a place to sit down. Sit down.
10898,Its-a-Wonderful-Life,GEORGE,"Oh, hello, Nick. Hey, where's Martini?"
10899,Its-a-Wonderful-Life,GEORGE,"No, no, Martini. Your boss. Where is he?"
10900,Its-a-Wonderful-Life,GEORGE,"Okay  all right. Double bourbon, quick, huh?"
10901,Its-a-Wonderful-Life,GEORGE,"Nick  Nick, just give him the same as mine. He's okay."
10902,Its-a-Wonderful-Life,GEORGE,What's the matter with him. I never saw Nick act like that before.
10903,Its-a-Wonderful-Life,GEORGE,"Oh, yeah. Hey, little fellow  you worry me. You got someplace to sleep?"
10904,Its-a-Wonderful-Life,GEORGE,"You don't huh? Well, you got any money?"
10905,Its-a-Wonderful-Life,GEORGE,No wonder you jumped in the river.
10906,Its-a-Wonderful-Life,GEORGE,"Oh, that's right."
10907,Its-a-Wonderful-Life,GEORGE,Made what?
10908,Its-a-Wonderful-Life,GEORGE,"Look, I think maybe you better not mention getting your wings around here."
10909,Its-a-Wonderful-Life,GEORGE,"A... Yeah, but... you know..."
10910,Its-a-Wonderful-Life,GEORGE,"He never grew up. He's... How old are you, anyway, Clarence?"
10911,Its-a-Wonderful-Life,GEORGE,"Look, Nick. What's wrong?"
10912,Its-a-Wonderful-Life,GEORGE,"Well, Nick, that's your name, isn't it?"
10913,Its-a-Wonderful-Life,GEORGE,Mr. Gower! Mr. Gower! This is George Bailey! Don't you know me?
10914,Its-a-Wonderful-Life,GEORGE,"Hey, what is... Hey, Nick, Nick... Isn't that Mr. Gower, the druggist?"
10915,Its-a-Wonderful-Life,GEORGE,"What do you mean, I wasn't there? I remember distinctly..."
10916,Its-a-Wonderful-Life,GEORGE,"What the... hey, what's going on around here? Why, this ought to be Martini's place."
10917,Its-a-Wonderful-Life,GEORGE,"Look, who are you?"
10918,Its-a-Wonderful-Life,GEORGE,"Yeah, yeah, I know. You told me that. What else are you? What... are you a hypnotist?"
10919,Its-a-Wonderful-Life,GEORGE,"Well then, why am I seeing all these strange things?"
10920,Its-a-Wonderful-Life,GEORGE,"Then if I wasn't born, who am I?"
10921,Its-a-Wonderful-Life,GEORGE,"What do you mean, no identity? My name's George Bailey."
10922,Its-a-Wonderful-Life,GEORGE,What?
10923,Its-a-Wonderful-Life,GEORGE,"Now wait a minute, here. Wait a minute here. As, this is some sort of a funny dream I'm having here. So long, mister, I'm going home."
10924,Its-a-Wonderful-Life,GEORGE,"Now shut up! Cut it out! You're... you're... you're crazy! That's what I think... you're screwy, and you're driving me crazy, too! I'm seeing things. I'm going home and see my wife and family. Do you understand that? And I'm going home alone!"
10925,Its-a-Wonderful-Life,GEORGE,Hey... hey. Where did the Building and Loan move to?
10926,Its-a-Wonderful-Life,GEORGE,The Bailey Building and Loan. It was up there.
10927,Its-a-Wonderful-Life,GEORGE,"Hey, Violet! Hey, listen  that's Violet Bick!"
10928,Its-a-Wonderful-Life,GEORGE,I know that girl!
10929,Its-a-Wonderful-Life,GEORGE,"Hey, Ernie  Ernie!"
10930,Its-a-Wonderful-Life,GEORGE,"Ernie, take me home. I'm off my nut!"
10931,Its-a-Wonderful-Life,GEORGE,"Aw, now, doggone it, Ernie, don't you start pulling that stuff. You know where I live. Three-twenty Sycamore. Now hurry up."
10932,Its-a-Wonderful-Life,GEORGE,Yeah  yeah  hurry up. Zuzu's sick.
10933,Its-a-Wonderful-Life,GEORGE,"Look here, Ernie, straighten me out here. I've got some bad liquor or something. Listen to me now. Now, you are Ernie Bishop, and you live in Bailey Park with your wife and kid? That's right, isn't it?"
10934,Its-a-Wonderful-Life,GEORGE,Seen your wife? I've been to your house a hundred times.
10935,Its-a-Wonderful-Life,GEORGE,Okay. Just step on it. Just get me home.
10936,Its-a-Wonderful-Life,GEORGE,Of course it's the place.
10937,Its-a-Wonderful-Life,GEORGE,Mary! Mary! Tommy! Pete! Janie! Zuzu! Where are you?
10938,Its-a-Wonderful-Life,GEORGE,Where are you? What have you done with them?
10939,Its-a-Wonderful-Life,GEORGE,Bert! Thank heaven you're here!
10940,Its-a-Wonderful-Life,GEORGE,"Bert, what's happened to this house? Where's Mary? Where's my kids?"
10941,Its-a-Wonderful-Life,GEORGE,"Bert  Ernie! What's the matter with you two guys? You were here on my wedding night. You, both of you, stood out here on the porch and sung to us, don't you remember?"
10942,Its-a-Wonderful-Life,GEORGE,"Bert, now listen to me. Ernie, will you take me over to my mother's house? Bert, listen! It's that fellow there  he says he's an angel  he's tried to hypnotize me."
10943,Its-a-Wonderful-Life,GEORGE,Mother...
10944,Its-a-Wonderful-Life,GEORGE,"Mother, this is George. I thought sure you'd remember me."
10945,Its-a-Wonderful-Life,GEORGE,"Oh, Mother, Mother, please help me. Something terrible's happened to me. I don't know what it is. Something's happened to everybody. Please let me come in. Keep me here until I get over it."
10946,Its-a-Wonderful-Life,GEORGE,"Well, I know everybody you know. Your brother-in-law, Uncle Billy."
10947,Its-a-Wonderful-Life,GEORGE,"Well, sure I do."
10948,Its-a-Wonderful-Life,GEORGE,"Today, over at the house."
10949,Its-a-Wonderful-Life,GEORGE,"I've heard of things like this. You've got me in some kind of a spell, or something. Well, I'm going to get out of it. I'll get out of it. I know how, too. I... the last man I talked to before all this stuff started happening to me was Martini."
10950,Its-a-Wonderful-Life,GEORGE,Sure I know where he lives. He lives in Bailey Park.
10951,Its-a-Wonderful-Life,GEORGE,"Oh, I'm not sure of anything anymore. All I know is this should be Bailey Park. But where are the houses?"
10952,Its-a-Wonderful-Life,GEORGE,That's a lie! Harry Bailey went to war! He got the Congressional Medal of Honor! He saved the lives of every man on that transport.
10953,Its-a-Wonderful-Life,GEORGE,Clarence...
10954,Its-a-Wonderful-Life,GEORGE,Where's Mary?
10955,Its-a-Wonderful-Life,GEORGE,"I don't know how you know these things, but tell me  where is she?"
10956,Its-a-Wonderful-Life,GEORGE,"If you know where she is, tell me where my wife is."
10957,Its-a-Wonderful-Life,GEORGE,"Please, Clarence, tell me where she is."
10958,Its-a-Wonderful-Life,GEORGE,Where is she?
10959,Its-a-Wonderful-Life,GEORGE,Where's Mary? Where is she?
10960,Its-a-Wonderful-Life,GEORGE,Where is she?
10961,Its-a-Wonderful-Life,GEORGE,Mary!
10962,Its-a-Wonderful-Life,GEORGE,Mary!
10963,Its-a-Wonderful-Life,GEORGE,Mary! Mary!
10964,Its-a-Wonderful-Life,GEORGE,"Mary, it's George! Don't you know me? What's happened to us?"
10965,Its-a-Wonderful-Life,MARY,I don't know you! Let me go!
10966,Its-a-Wonderful-Life,GEORGE,"Mary, please! Oh, don't do this to me. Please, Mary, help me. Where's our kids? I need you, Mary! Help me, Mary!"
10967,Its-a-Wonderful-Life,GEORGE,"Mary... Let me go! Mary, don't run away!"
10968,Its-a-Wonderful-Life,MARY,That man  stop him!
10969,Its-a-Wonderful-Life,GEORGE,Tom! Ed! Charlie! That's my wife!
10970,Its-a-Wonderful-Life,GEORGE,Mary!
10971,Its-a-Wonderful-Life,GEORGE,Mary!
10972,Its-a-Wonderful-Life,GEORGE,Clarence! Clarence! Where are you?
